,material_id,metal,anion,formula,oxidationstate,name
495,mp-669496,Pt,I,Pt8 I32,4.0,mp-669496Pt8_I32
496,mp-28319,Pt,I,Pt4 I8,2.0,mp-28319Pt4_I8
497,mp-28320,Pt,I,Pt12 I32,2.6666666666666665,mp-28320Pt12_I32
498,mp-31134,Pt,Cl,Pt12 Cl36,3.0,mp-31134Pt12_Cl36
499,mp-23290,Pt,Cl,Pt6 Cl12,2.0,mp-23290Pt6_Cl12
500,mp-23165,Pt,Br,Pt12 Br36,3.0,mp-23165Pt12_Br36
501,mp-8943,Pt,F,Pt2 F8,4.0,mp-8943Pt2_F8
502,mp-505319,Pt,F,Pt4 F24,6.0,mp-505319Pt4_F24
503,mp-541341,Pt,F,Pt8 F40,5.0,mp-541341Pt8_F40
504,mp-1285,Pt,O,Pt2 O4,4.0,mp-1285Pt2_O4
505,mp-1604,Pt,O,Pt6 O8,2.6666666666666665,mp-1604Pt6_O8
506,mp-762,Pt,S,Pt1 S2,4.0,mp-762Pt1_S2
507,mp-288,Pt,S,Pt2 S2,2.0,mp-288Pt2_S2
508,mp-27725,Au,I,Au4 I4,1.0,mp-27725Au4_I4
509,mp-27647,Au,Cl,Au4 Cl12,3.0,mp-27647Au4_Cl12
510,mp-541656,Au,Cl,Au4 Cl8,2.0,mp-541656Au4_Cl8
511,mp-32780,Au,Cl,Au4 Cl4,1.0,mp-32780Au4_Cl4
512,mp-27213,Au,Br,Au8 Br24,3.0,mp-27213Au8_Br24
513,mp-505366,Au,Br,Au4 Br4,1.0,mp-505366Au4_Br4
514,mp-942,Au,F,Au6 F18,3.0,mp-942Au6_F18
515,mp-17407,Au,F,Au6 F16,2.6666666666666665,mp-17407Au6_F16
516,mp-30103,Au,F,Au8 F40,5.0,mp-30103Au8_F40
517,mp-27253,Au,O,Au4 O6,3.0,mp-27253Au4_O6
518,mp-947,Au,S,Au4 S2,1.0,mp-947Au4_S2
519,mp-583213,Hg,I,Hg16 I32,2.0,mp-583213Hg16_I32
520,mp-22859,Hg,I,Hg2 I2,1.0,mp-22859Hg2_I2
521,mp-22855,Hg,Cl,Hg4 Cl8,2.0,mp-22855Hg4_Cl8
522,mp-22897,Hg,Cl,Hg2 Cl2,1.0,mp-22897Hg2_Cl2
523,mp-23177,Hg,Br,Hg2 Br2,1.0,mp-23177Hg2_Br2
524,mp-23292,Hg,Br,Hg2 Br4,2.0,mp-23292Hg2_Br4
525,mp-706,Hg,F,Hg2 F2,1.0,mp-706Hg2_F2
526,mp-8177,Hg,F,Hg1 F2,2.0,mp-8177Hg1_F2
527,mp-1224,Hg,O,Hg4 O4,2.0,mp-1224Hg4_O4
528,mp-1106367,Hg,S,Hg4 S16,8.0,mp-1106367Hg4_S16
529,mp-1123,Hg,S,Hg1 S1,2.0,mp-1123Hg1_S1
530,mp-23189,B,I,B2 I6,3.0,mp-23189B2_I6
531,mp-23184,B,Cl,B2 Cl6,3.0,mp-23184B2_Cl6
532,mp-23225,B,Br,B2 Br6,3.0,mp-23225B2_Br6
533,mp-558149,B,F,B8 F24,3.0,mp-558149B8_F24
534,mp-1346,B,O,B12 O2,0.3333333333333333,mp-1346B12_O2
535,mp-306,B,O,B6 O9,3.0,mp-306B6_O9
536,mp-540668,B,S,B16 S32,4.0,mp-540668B16_S32
537,mp-1199451,B,S,B100 S150,3.0,mp-1199451B100_S150
538,mp-7991,B,N,B2 N2,3.0,mp-7991B2_N2
539,mp-30930,Al,I,Al4 I12,3.0,mp-30930Al4_I12
540,mp-25469,Al,Cl,Al2 Cl6,3.0,mp-25469Al2_Cl6
541,mp-23288,Al,Br,Al4 Br12,3.0,mp-23288Al4_Br12
542,mp-468,Al,F,Al2 F6,3.0,mp-468Al2_F6
543,mp-1143,Al,O,Al4 O6,3.0,mp-1143Al4_O6
544,mp-2654,Al,S,Al12 S18,3.0,mp-2654Al12_S18
545,mp-661,Al,N,Al2 N2,3.0,mp-661Al2_N2
546,mp-636675,Ga,I,Ga8 I12,1.5,mp-636675Ga8_I12
547,mp-30954,Ga,I,Ga4 I12,3.0,mp-30954Ga4_I12
548,mp-570738,Ga,I,Ga12 I24,2.0,mp-570738Ga12_I24
549,mp-30952,Ga,Cl,Ga2 Cl6,3.0,mp-30952Ga2_Cl6
550,mp-568848,Ga,Cl,Ga8 Cl16,2.0,mp-568848Ga8_Cl16
551,mp-28384,Ga,Br,Ga8 Br16,2.0,mp-28384Ga8_Br16
552,mp-30953,Ga,Br,Ga4 Br12,3.0,mp-30953Ga4_Br12
553,mp-588,Ga,F,Ga2 F6,3.0,mp-588Ga2_F6
554,mp-886,Ga,O,Ga4 O6,3.0,mp-886Ga4_O6
555,mp-539,Ga,S,Ga4 S6,3.0,mp-539Ga4_S6
556,mp-2507,Ga,S,Ga4 S4,2.0,mp-2507Ga4_S4
557,mp-804,Ga,N,Ga2 N2,3.0,mp-804Ga2_N2
558,mp-23202,In,I,In2 I2,1.0,mp-23202In2_I2
559,mp-29312,In,I,In8 I16,2.0,mp-29312In8_I16
560,mp-567789,In,I,In4 I12,3.0,mp-567789In4_I12
561,mp-862983,In,Cl,In2 Cl6,3.0,mp-862983In2_Cl6
562,mp-28730,In,Cl,In28 Cl36,1.2857142857142858,mp-28730In28_Cl36
563,mp-23276,In,Cl,In32 Cl32,1.0,mp-23276In32_Cl32
564,mp-1212122,In,Cl,In8 Cl16,2.0,mp-1212122In8_Cl16
565,mp-568108,In,Br,In8 Br16,2.0,mp-568108In8_Br16
566,mp-570219,In,Br,In2 Br6,3.0,mp-570219In2_Br6
567,mp-685014,In,Br,In32 Br48,1.5,mp-685014In32_Br48
568,mp-22870,In,Br,In2 Br2,1.0,mp-22870In2_Br2
569,mp-6949,In,F,In2 F6,3.0,mp-6949In2_F6
570,mp-22598,In,O,In16 O24,3.0,mp-22598In16_O24
571,mp-19795,In,S,In4 S4,2.0,mp-19795In4_S4
572,mp-22216,In,S,In16 S24,3.0,mp-22216In16_S24
573,mp-22205,In,N,In2 N2,3.0,mp-22205In2_N2
574,mp-28329,Tl,I,Tl4 I12,3.0,mp-28329Tl4_I12
575,mp-571102,Tl,I,Tl1 I1,1.0,mp-571102Tl1_I1
576,mp-680294,Tl,Cl,Tl64 Cl96,1.5,mp-680294Tl64_Cl96
577,mp-27205,Tl,Cl,Tl4 Cl8,2.0,mp-27205Tl4_Cl8
578,mp-569639,Tl,Cl,Tl1 Cl1,1.0,mp-569639Tl1_Cl1
579,mp-1206058,Tl,Cl,Tl2 Cl6,3.0,mp-1206058Tl2_Cl6
580,mp-27398,Tl,Br,Tl8 Br16,2.0,mp-27398Tl8_Br16
581,mp-568560,Tl,Br,Tl1 Br1,1.0,mp-568560Tl1_Br1
582,mp-720,Tl,F,Tl4 F4,1.0,mp-720Tl4_F4
583,mp-2632,Tl,F,Tl4 F12,3.0,mp-2632Tl4_F12
584,mp-1658,Tl,O,Tl16 O24,3.0,mp-1658Tl16_O24
585,mp-27684,Tl,O,Tl8 O6,1.5,mp-27684Tl8_O6
586,mp-551470,Tl,O,Tl4 O2,1.0,mp-551470Tl4_O2
587,mp-667,Tl,S,Tl18 S9,1.0,mp-667Tl18_S9
588,mp-30520,Tl,S,Tl8 S20,5.0,mp-30520Tl8_S20
589,mp-23182,Sn,I,Sn8 I32,4.0,mp-23182Sn8_I32
590,mp-27194,Sn,I,Sn3 I6,2.0,mp-27194Sn3_I6
591,mp-29866,Sn,Cl,Sn4 Cl16,4.0,mp-29866Sn4_Cl16
592,mp-569152,Sn,Cl,Sn4 Cl8,2.0,mp-569152Sn4_Cl8
593,mp-29862,Sn,Br,Sn4 Br8,2.0,mp-29862Sn4_Br8
594,mp-23216,Sn,Br,Sn4 Br16,4.0,mp-23216Sn4_Br16
595,mp-8289,Sn,F,Sn2 F6,3.0,mp-8289Sn2_F6
596,mp-1443,Sn,F,Sn6 F16,2.6666666666666665,mp-1443Sn6_F16
597,mp-2706,Sn,F,Sn1 F4,4.0,mp-2706Sn1_F4
598,mp-7457,Sn,F,Sn4 F8,2.0,mp-7457Sn4_F8
599,mp-978114,Sn,O,Sn10 O12,2.4,mp-978114Sn10_O12
600,mp-2097,Sn,O,Sn2 O2,2.0,mp-2097Sn2_O2
601,mp-856,Sn,O,Sn2 O4,4.0,mp-856Sn2_O4
602,mp-1170,Sn,S,Sn1 S2,4.0,mp-1170Sn1_S2
603,mp-2231,Sn,S,Sn4 S4,2.0,mp-2231Sn4_S4
604,mp-567542,Pb,I,Pb4 I8,2.0,mp-567542Pb4_I8
605,mp-862871,Pb,Cl,Pb2 Cl4,2.0,mp-862871Pb2_Cl4
606,mp-570355,Pb,Cl,Pb2 Cl8,4.0,mp-570355Pb2_Cl8
607,mp-862868,Pb,Br,Pb2 Br4,2.0,mp-862868Pb2_Br4
608,mp-20652,Pb,F,Pb4 F12,3.0,mp-20652Pb4_F12
609,mp-341,Pb,F,Pb1 F4,4.0,mp-341Pb1_F4
610,mp-315,Pb,F,Pb1 F2,2.0,mp-315Pb1_F2
611,mp-672237,Pb,O,Pb32 O32,2.0,mp-672237Pb32_O32
612,mp-20725,Pb,O,Pb2 O4,4.0,mp-20725Pb2_O4
613,mp-22633,Pb,O,Pb12 O16,2.6666666666666665,mp-22633Pb12_O16
614,mp-1025039,Pb,S,Pb2 S4,4.0,mp-1025039Pb2_S4
615,mp-21276,Pb,S,Pb1 S1,2.0,mp-21276Pb1_S1
616,mp-22849,Bi,I,Bi2 I6,3.0,mp-22849Bi2_I6
617,mp-22908,Bi,Cl,Bi4 Cl12,3.0,mp-22908Bi4_Cl12
618,mp-752602,Bi,Br,Bi4 Br12,3.0,mp-752602Bi4_Br12
619,mp-23237,Bi,F,Bi4 F12,3.0,mp-23237Bi4_F12
620,mp-27743,Bi,F,Bi1 F5,5.0,mp-27743Bi1_F5
621,mp-23262,Bi,O,Bi8 O12,3.0,mp-23262Bi8_O12
622,mp-30303,Bi,O,Bi8 O14,3.5,mp-30303Bi8_O14
623,mp-557993,Bi,O,Bi4 O8,4.0,mp-557993Bi4_O8
624,mp-22856,Bi,S,Bi8 S12,3.0,mp-22856Bi8_S12
625,mp-971673,Bi,S,Bi4 S8,4.0,mp-971673Bi4_S8
626,mp-23194,La,I,La1 I2,2.0,mp-23194La1_I2
627,mp-27979,La,I,La2 I6,3.0,mp-27979La2_I6
628,mp-22860,La,I,La2 I2,1.0,mp-22860La2_I2
629,mp-30282,La,I,La4 I10,2.5,mp-30282La4_I10
630,mp-22896,La,Cl,La2 Cl6,3.0,mp-22896La2_Cl6
631,mp-23263,La,Br,La2 Br6,3.0,mp-23263La2_Br6
632,mp-28571,La,Br,La4 Br10,2.5,mp-28571La4_Br10
633,mp-905,La,F,La6 F18,3.0,mp-905La6_F18
634,mp-2292,La,O,La16 O24,3.0,mp-2292La16_O24
635,mp-7475,La,S,La8 S12,3.0,mp-7475La8_S12
636,mp-1508,La,S,La8 S16,4.0,mp-1508La8_S16
637,mp-2350,La,S,La1 S1,2.0,mp-2350La1_S1
638,mp-558229,La,S,La20 S38,3.8,mp-558229La20_S38
639,mp-567290,La,N,La2 N2,3.0,mp-567290La2_N2
640,mp-1025426,Ce,I,Ce2 I6,3.0,mp-1025426Ce2_I6
641,mp-582011,Ce,Cl,Ce2 Cl6,3.0,mp-582011Ce2_Cl6
642,mp-569850,Ce,Br,Ce2 Br6,3.0,mp-569850Ce2_Br6
643,mp-1104603,Ce,Br,Ce4 Br10,2.5,mp-1104603Ce4_Br10
644,mp-542001,Ce,F,Ce6 F24,4.0,mp-542001Ce6_F24
645,mp-510560,Ce,F,Ce6 F18,3.0,mp-510560Ce6_F18
646,mp-673643,Ce,O,Ce17 O32,3.764705882352941,mp-673643Ce17_O32
647,mp-2629,Ce,O,Ce7 O12,3.4285714285714284,mp-2629Ce7_O12
648,mp-32613,Ce,O,Ce10 O18,3.6,mp-32613Ce10_O18
649,mp-505619,Ce,O,Ce11 O20,3.6363636363636362,mp-505619Ce11_O20
650,mp-542313,Ce,O,Ce16 O24,3.0,mp-542313Ce16_O24
651,mp-10688,Ce,O,Ce1 O1,2.0,mp-10688Ce1_O1
652,mp-20194,Ce,O,Ce1 O2,4.0,mp-20194Ce1_O2
653,mp-1018663,Ce,S,Ce2 S4,4.0,mp-1018663Ce2_S4
654,mp-20973,Ce,S,Ce8 S12,3.0,mp-20973Ce8_S12
655,mp-1096,Ce,S,Ce1 S1,2.0,mp-1096Ce1_S1
656,mp-2493,Ce,N,Ce1 N1,3.0,mp-2493Ce1_N1
657,mp-862800,Pr,I,Pr2 I6,3.0,mp-862800Pr2_I6
658,mp-22854,Pr,I,Pr4 I10,2.5,mp-22854Pr4_I10
659,mp-569673,Pr,I,Pr4 I8,2.0,mp-569673Pr4_I8
660,mp-23211,Pr,Cl,Pr2 Cl6,3.0,mp-23211Pr2_Cl6
661,mp-23169,Pr,Br,Pr4 Br10,2.5,mp-23169Pr4_Br10
662,mp-23221,Pr,Br,Pr2 Br6,3.0,mp-23221Pr2_Br6
663,mp-2651,Pr,F,Pr6 F18,3.0,mp-2651Pr6_F18
664,mp-16705,Pr,O,Pr16 O24,3.0,mp-16705Pr16_O24
665,mp-15179,Pr,S,Pr8 S12,3.0,mp-15179Pr8_S12
666,mp-555096,Pr,S,Pr4 S8,4.0,mp-555096Pr4_S8
667,mp-561375,Pr,S,Pr20 S38,3.8,mp-561375Pr20_S38
668,mp-2495,Pr,S,Pr1 S1,2.0,mp-2495Pr1_S1
669,mp-343,Pr,N,Pr1 N1,3.0,mp-343Pr1_N1
670,mp-1102093,Eu,I,Eu4 I8,2.0,mp-1102093Eu4_I8
671,mp-569895,Eu,Cl,Eu2 Cl6,3.0,mp-569895Eu2_Cl6
672,mp-1183892,Eu,Cl,Eu2 Cl4,2.0,mp-1183892Eu2_Cl4
673,mp-23311,Eu,Br,Eu10 Br20,2.0,mp-23311Eu10_Br20
674,mp-1205810,Eu,Br,Eu2 Br6,3.0,mp-1205810Eu2_Br6
675,mp-19908,Eu,F,Eu4 F12,3.0,mp-19908Eu4_F12
676,mp-504731,Eu,F,Eu1 F2,2.0,mp-504731Eu1_F2
677,mp-21394,Eu,O,Eu1 O1,2.0,mp-21394Eu1_O1
678,mp-1182469,Eu,O,Eu16 O24,3.0,mp-1182469Eu16_O24
679,mp-1182716,Eu,O,Eu12 O16,2.6666666666666665,mp-1182716Eu12_O16
680,mp-1103738,Eu,S,Eu6 S8,2.6666666666666665,mp-1103738Eu6_S8
681,mp-20587,Eu,S,Eu1 S1,2.0,mp-20587Eu1_S1
682,mp-1232155,Eu,S,Eu4 S8,4.0,mp-1232155Eu4_S8
683,mp-1212961,Eu,N,Eu8 N4,1.5,mp-1212961Eu8_N4
684,mp-20340,Eu,N,Eu1 N1,3.0,mp-20340Eu1_N1
685,mp-1184423,Gd,I,Gd3 I1,0.3333333333333333,mp-1184423Gd3_I1
686,mp-23265,Gd,Cl,Gd2 Cl6,3.0,mp-23265Gd2_Cl6
687,mp-1078829,Gd,Cl,Gd4 Cl6,1.5,mp-1078829Gd4_Cl6
688,mp-27182,Gd,Br,Gd2 Br6,3.0,mp-27182Gd2_Br6
689,mp-972965,Gd,F,Gd1 F3,3.0,mp-972965Gd1_F3
690,mp-504886,Gd,O,Gd16 O24,3.0,mp-504886Gd16_O24
691,mp-608146,Gd,S,Gd8 S12,3.0,mp-608146Gd8_S12
692,mp-1095479,Gd,S,Gd4 S8,4.0,mp-1095479Gd4_S8
693,mp-646008,Gd,S,Gd20 S38,3.8,mp-646008Gd20_S38
694,mp-510402,Gd,S,Gd1 S1,2.0,mp-510402Gd1_S1
695,mp-940,Gd,N,Gd1 N1,3.0,mp-940Gd1_N1
696,mp-863264,Tb,I,Tb2 I6,3.0,mp-863264Tb2_I6
697,mp-570232,Tb,Cl,Tb4 Cl12,3.0,mp-570232Tb4_Cl12
698,mp-1205852,Tb,Cl,Tb4 Cl6,1.5,mp-1205852Tb4_Cl6
699,mp-863746,Tb,Br,Tb2 Br6,3.0,mp-863746Tb2_Br6
700,mp-11347,Tb,F,Tb4 F12,3.0,mp-11347Tb4_F12
701,mp-1056,Tb,O,Tb16 O24,3.0,mp-1056Tb16_O24
702,mp-9323,Tb,S,Tb8 S12,3.0,mp-9323Tb8_S12
703,mp-1095641,Tb,S,Tb5 S7,2.8,mp-1095641Tb5_S7
704,mp-1610,Tb,S,Tb1 S1,2.0,mp-1610Tb1_S1
705,mp-1103226,Tb,S,Tb4 S8,4.0,mp-1103226Tb4_S8
706,mp-2117,Tb,N,Tb1 N1,3.0,mp-2117Tb1_N1
707,mp-865005,Dy,I,Dy2 I6,3.0,mp-865005Dy2_I6
708,mp-28448,Dy,Cl,Dy2 Cl6,3.0,mp-28448Dy2_Cl6
709,mp-864982,Dy,Br,Dy2 Br6,3.0,mp-864982Dy2_Br6
710,mp-1212889,Dy,F,Dy6 F18,3.0,mp-1212889Dy6_F18
711,mp-2345,Dy,O,Dy16 O24,3.0,mp-2345Dy16_O24
712,mp-1018675,Dy,S,Dy2 S4,4.0,mp-1018675Dy2_S4
713,mp-1270,Dy,S,Dy8 S12,3.0,mp-1270Dy8_S12
714,mp-1103125,Dy,S,Dy5 S7,2.8,mp-1103125Dy5_S7
715,mp-2470,Dy,S,Dy1 S1,2.0,mp-2470Dy1_S1
716,mp-1410,Dy,N,Dy1 N1,3.0,mp-1410Dy1_N1
717,mp-864657,Ho,I,Ho2 I6,3.0,mp-864657Ho2_I6
718,mp-864662,Ho,Cl,Ho2 Cl6,3.0,mp-864662Ho2_Cl6
719,mp-977375,Ho,Br,Ho2 Br6,3.0,mp-977375Ho2_Br6
720,mp-561877,Ho,F,Ho4 F12,3.0,mp-561877Ho4_F12
721,mp-812,Ho,O,Ho16 O24,3.0,mp-812Ho16_O24
722,mp-878,Ho,S,Ho12 S18,3.0,mp-878Ho12_S18
723,mp-1018727,Ho,S,Ho2 S4,4.0,mp-1018727Ho2_S4
724,mp-1102510,Ho,S,Ho5 S7,2.8,mp-1102510Ho5_S7
725,mp-1240,Ho,S,Ho1 S1,2.0,mp-1240Ho1_S1
726,mp-883,Ho,N,Ho1 N1,3.0,mp-883Ho1_N1
727,mp-866003,Er,I,Er2 I6,3.0,mp-866003Er2_I6
728,mp-863029,Er,Cl,Er2 Cl6,3.0,mp-863029Er2_Cl6
729,mp-9371,Er,F,Er4 F12,3.0,mp-9371Er4_F12
730,mp-679,Er,O,Er16 O24,3.0,mp-679Er16_O24
731,mp-2234,Er,S,Er12 S18,3.0,mp-2234Er12_S18
732,mp-1095508,Er,S,Er5 S7,2.8,mp-1095508Er5_S7
733,mp-1101873,Er,S,Er4 S8,4.0,mp-1101873Er4_S8
734,mp-1623,Er,S,Er1 S1,2.0,mp-1623Er1_S1
735,mp-19830,Er,N,Er1 N1,3.0,mp-19830Er1_N1
736,mp-865353,Tm,I,Tm2 I6,3.0,mp-865353Tm2_I6
737,mp-28044,Tm,Cl,Tm2 Cl6,3.0,mp-28044Tm2_Cl6
738,mp-865301,Tm,Br,Tm2 Br6,3.0,mp-865301Tm2_Br6
739,mp-865194,Tm,F,Tm1 F3,3.0,mp-865194Tm1_F3
740,mp-1767,Tm,O,Tm16 O24,3.0,mp-1767Tm16_O24
741,mp-18529,Tm,S,Tm16 S24,3.0,mp-18529Tm16_S24
742,mp-1766,Tm,S,Tm1 S1,2.0,mp-1766Tm1_S1
743,mp-1204382,Tm,S,Tm20 S38,3.8,mp-1204382Tm20_S38
744,mp-1975,Tm,N,Tm1 N1,3.0,mp-1975Tm1_N1
